Label,Artist,Id,Track,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Genre
Uptown Funk,Mark Ronson,848,Uptown Funk Mark Ronson,0.856,0.609,-7.223,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,269667,pop
Another One Bites The Dust,Queen,849,Another One Bites The Dust Queen,0.933,0.528,-6.472,0.162,0.112,0.329,0.163,0.756,109.975,214653,classic rock
Bohemian Rhapsody,Queen,850,Bohemian Rhapsody Queen,0.392,0.402,-9.961,0.0536,0.288,0.0,0.243,0.228,143.883,354320,classic rock
Dream On,Aerosmith,851,Dream On Aerosmith,0.307,0.433,-10.057,0.029,0.388,9.08e-05,0.332,0.224,160.9,266960,album rock
Dreams,Fleetwood Mac,852,Dreams Fleetwood Mac,0.828,0.492,-9.744,0.0276,0.0644,0.00428,0.128,0.789,120.151,257800,album rock
Rocket Man (I Think It's Going To Be A Long Long Time),Elton John,853,Rocket Man (I Think It's Going To Be A Long Long Time) Elton John,0.601,0.532,-9.119,0.0286,0.432,6.25e-06,0.0925,0.341,136.571,281613,glam rock
Take On Me,a-ha,854,Take On Me a-ha,0.573,0.902,-7.638,0.054,0.018,0.00125,0.0928,0.876,84.412,225280,new romantic
Your Song,Elton John,855,Your Song Elton John,0.554,0.315,-11.028,0.0298,0.828,5.53e-06,0.101,0.325,128.157,241787,glam rock
Countdown,Beyoncé,856,Countdown Beyoncé,0.665,0.787,-5.73,0.151,0.308,0.0,0.219,0.699,167.349,212147,dance pop
Halo,Beyoncé,857,Halo Beyoncé,0.508,0.72,-5.908,0.0628,0.272,0.0,0.0563,0.472,79.983,261640,dance pop
Is This Love,Bob Marley & The Wailers,858,Is This Love Bob Marley & The Wailers,0.776,0.559,-8.375,0.103,0.11,0.0,0.0671,0.758,122.242,232200,reggae
One,U2,859,One U2,0.392,0.534,-8.793,0.0369,0.245,0.00104,0.155,0.325,181.305,276187,irish rock
One Way or Another,Blondie,860,One Way or Another Blondie,0.442,0.922,-5.086,0.0655,0.0532,3.86e-06,0.0768,0.855,162.272,217364,candy pop
She Will Be Loved,Maroon 5,861,She Will Be Loved Maroon 5,0.651,0.663,-5.569,0.0281,0.228,0.0,0.0994,0.465,102.0,259453,pop
Speed Of Sound,Coldplay,862,Speed Of Sound Coldplay,0.514,0.898,-6.765,0.0577,0.00488,0.0345,0.0746,0.353,123.067,287907,permanent wave
Three Little Birds,Bob Marley & The Wailers,863,Three Little Birds Bob Marley & The Wailers,0.814,0.482,-10.493,0.0588,0.0111,1.57e-06,0.0476,0.615,148.404,180267,reggae
Violet Hill,Coldplay,864,Violet Hill Coldplay,0.33,0.58,-7.875,0.0374,0.0614,0.00129,0.115,0.11,76.093,222653,permanent wave
Ain't It Fun,Paramore,865,Ain't It Fun Paramore,0.61,0.893,-3.681,0.0921,0.154,4.41e-05,0.021,0.673,104.031,296520,candy pop
Love Never Felt so Good,Michael Jackson,866,Love Never Felt so Good Michael Jackson,0.775,0.719,-6.212,0.0435,0.132,1.79e-06,0.0662,0.712,117.513,246027,pop
Wasted,Tiësto,867,Wasted Tiësto,0.638,0.816,-5.503,0.0308,0.00149,0.00115,0.195,0.386,112.014,190014,big room
All About That Bass,Meghan Trainor,868,All About That Bass Meghan Trainor,0.807,0.887,-3.726,0.0503,0.0573,2.87e-06,0.124,0.961,134.052,187920,dance pop
Break Free,Ariana Grande,869,Break Free Ariana Grande,0.687,0.702,-5.324,0.0455,0.0064,4.35e-05,0.204,0.284,129.956,214840,pop
...Baby One More Time,Britney Spears,870,...Baby One More Time Britney Spears,0.759,0.699,-5.745,0.0307,0.202,0.000131,0.443,0.907,92.96,211067,dance pop
Maps,Maroon 5,871,Maps Maroon 5,0.742,0.713,-5.522,0.0303,0.0205,0.0,0.059,0.879,120.032,189960,pop
Howlin' For You,The Black Keys,872,Howlin' For You The Black Keys,0.705,0.735,-6.646,0.0931,0.028,0.0783,0.112,0.448,132.627,191800,alternative rock
Human,The Killers,873,Human The Killers,0.557,0.8,-8.477,0.0601,0.00132,0.0012,0.0906,0.582,135.47,245373,alternative rock
Such Great Heights,The Postal Service,874,Such Great Heights The Postal Service,0.644,0.808,-7.268,0.0513,0.0467,0.187,0.0652,0.175,174.98,266507,indie pop
In My Place,Coldplay,875,In My Place Coldplay,0.424,0.588,-5.455,0.0278,0.0553,4.95e-06,0.298,0.193,144.636,226680,permanent wave
We Built This City,Starship,876,We Built This City Starship,0.661,0.908,-4.897,0.039,0.052,0.0,0.0708,0.656,144.091,296080,album rock
D.A.N.C.E.,Justice,877,D.A.N.C.E. Justice,0.613,0.962,-5.07,0.278,0.034,0.0,0.824,0.496,113.015,242267,alternative dance
Awake My Soul,Mumford & Sons,878,Awake My Soul Mumford & Sons,0.351,0.465,-10.313,0.0365,0.0481,0.0188,0.0912,0.224,123.75,255827,modern folk rock
Everybody Hurts,R.E.M.,879,Everybody Hurts R.E.M.,0.467,0.324,-10.451,0.0255,0.615,0.0248,0.118,0.166,94.301,320267,alternative rock
More Than Words,Extreme,880,More Than Words Extreme,0.626,0.134,-14.898,0.0298,0.467,0.0,0.113,0.239,91.893,334107,album rock
Animal,Neon Trees,881,Animal Neon Trees,0.482,0.833,-5.611,0.0449,0.000346,0.0,0.365,0.74,148.039,212293,modern alternative rock
SexyBack,Justin Timberlake,882,SexyBack Justin Timberlake,0.967,0.583,-5.562,0.0789,0.0584,0.0,0.0519,0.964,117.0,242733,pop
Sunset,The xx,883,Sunset The xx,0.836,0.181,-15.878,0.0778,0.557,0.45,0.113,0.383,119.98,218587,downtempo
Giorgio by Moroder,Daft Punk,884,Giorgio by Moroder Daft Punk,0.74,0.682,-10.42,0.0504,0.0692,0.53,0.381,0.41,113.201,544627,electro
I Wanna Be Yours,Arctic Monkeys,885,I Wanna Be Yours Arctic Monkeys,0.464,0.417,-9.345,0.0256,0.136,0.022,0.0974,0.479,67.528,183956,garage rock
Hoppípolla,Sigur Rós,886,Hoppípolla Sigur Rós,0.316,0.684,-6.447,0.0327,0.0302,0.215,0.219,0.175,139.863,268707,compositional ambient
Rolling in the Deep,Adele,887,Rolling in the Deep Adele,0.73,0.769,-5.114,0.0298,0.138,0.0,0.0473,0.507,104.948,228093,british soul
Poetic Justice,Kendrick Lamar,888,Poetic Justice Kendrick Lamar,0.779,0.572,-9.985,0.378,0.157,0.0,0.246,0.647,135.956,300160,rap
m.A.A.d city,Kendrick Lamar,889,m.A.A.d city Kendrick Lamar,0.487,0.729,-6.815,0.271,0.0538,4.07e-06,0.44,0.217,91.048,350120,west coast rap
Single Ladies (Put a Ring on It),Beyoncé,890,Single Ladies (Put a Ring on It) Beyoncé,0.426,0.584,-5.293,0.296,0.0383,0.0,0.188,0.272,193.437,193213,dance pop
Anaconda,Nicki Minaj,891,Anaconda Nicki Minaj,0.964,0.605,-6.223,0.179,0.0668,7.78e-06,0.214,0.646,129.994,260240,dance pop
Blood On The Leaves,Kanye West,892,Blood On The Leaves Kanye West,0.397,0.69,-4.108,0.195,0.395,0.0,0.101,0.36,172.073,359800,chicago rap
New Slaves,Kanye West,893,New Slaves Kanye West,0.506,0.59,-4.322,0.076,0.165,1.09e-05,0.096,0.359,141.099,256093,chicago rap
Spaceman,The Killers,894,Spaceman The Killers,0.525,0.904,-5.488,0.0532,0.00257,0.000648,0.12,0.803,151.988,284547,alternative rock
C.R.E.A.M.,Wu-Tang Clan,895,C.R.E.A.M. Wu-Tang Clan,0.479,0.549,-10.551,0.373,0.57,0.0235,0.127,0.576,180.985,252187,hip hop
Groove Is In The Heart,Deee-Lite,896,Groove Is In The Heart Deee-Lite,0.694,0.881,-4.053,0.0701,0.0153,0.0196,0.0851,0.924,121.554,231787,hip house
Hold On,Alabama Shakes,897,Hold On Alabama Shakes,0.574,0.667,-5.425,0.0301,0.206,0.352,0.0852,0.546,88.299,226187,alabama indie
Doo Wop (That Thing),Lauryn Hill,898,Doo Wop (That Thing) Lauryn Hill,0.535,0.505,-8.926,0.245,0.0393,0.0,0.0923,0.495,99.935,320267,conscious hip hop
Perth,Bon Iver,899,Perth Bon Iver,0.471,0.453,-14.463,0.0462,0.856,0.537,0.326,0.0677,119.959,262080,eau claire indie
Ignition (Remix),R. Kelly,900,Ignition (Remix) R. Kelly,0.795,0.523,-7.165,0.0423,0.061,0.0,0.0914,0.855,133.024,186067,"Sorry, that one does not seem to be on any of  Spotify data yet"
Big Poppa,The Notorious B.I.G.,901,Big Poppa The Notorious B.I.G.,0.78,0.575,-7.247,0.273,0.43,0.0,0.143,0.773,84.492,252747,east coast hip hop
Still D.R.E.,Dr. Dre,902,Still D.R.E. Dr. Dre,0.816,0.775,-3.323,0.234,0.16,0.00031,0.0543,0.527,93.431,270587,west coast rap
Hunger Of The Pine,alt-J,903,Hunger Of The Pine alt-J,0.6,0.413,-9.572,0.0258,0.785,0.0289,0.109,0.0741,93.618,299711,indie rock
Loser,Beck,904,Loser Beck,0.654,0.611,-10.45,0.119,0.0337,0.000178,0.405,0.786,85.387,235000,alternative rock
Santeria,Sublime,905,Santeria Sublime,0.682,0.765,-5.021,0.0395,0.0268,3.42e-05,0.188,0.567,90.807,182747,reggae fusion
That's Not My Name,The Ting Tings,906,That's Not My Name The Ting Tings,0.755,0.901,-3.152,0.0893,0.0451,0.0373,0.363,0.959,145.042,310573,alternative dance
What I Got,Sublime,907,What I Got Sublime,0.804,0.696,-7.47,0.0899,0.00877,0.000985,0.314,0.657,95.721,170907,reggae fusion
Dancing On My Own,Robyn,908,Dancing On My Own Robyn,0.573,0.926,-6.045,0.0342,0.00202,0.0117,0.127,0.219,117.047,278080,art pop
Gettin' Jiggy Wit It,Will Smith,909,Gettin' Jiggy Wit It Will Smith,0.881,0.874,-4.505,0.139,0.0175,1.14e-06,0.154,0.858,107.891,227933,hip hop
Run the World (Girls),Beyoncé,910,Run the World (Girls) Beyoncé,0.733,0.899,-4.237,0.143,0.00496,4.72e-05,0.372,0.76,127.086,236093,dance pop
Fragments of Time,Daft Punk,911,Fragments of Time Daft Punk,0.807,0.51,-9.729,0.0433,0.041,0.115,0.104,0.961,130.118,279773,electro
Kiss,Prince & The Revolution,912,Kiss Prince & The Revolution,0.898,0.271,-12.238,0.091,0.0135,0.00138,0.0461,0.742,111.485,226240,funk
Superstition,Stevie Wonder,913,Superstition Stevie Wonder,0.611,0.578,-14.171,0.0676,0.0598,0.0219,0.0983,0.884,100.625,266133,adult standards
Every Breath You Take,The Police,914,Every Breath You Take The Police,0.82,0.452,-9.796,0.0348,0.543,0.00294,0.0714,0.74,117.401,253920,album rock
I'm Shipping Up To Boston,Dropkick Murphys,915,I'm Shipping Up To Boston Dropkick Murphys,0.452,0.928,-3.133,0.079,0.000706,0.000637,0.226,0.6,129.188,153600,boston punk
DARE,Gorillaz,916,DARE Gorillaz,0.76,0.891,-5.852,0.0372,0.0229,0.0869,0.298,0.966,120.264,245000,alternative hip hop
Love Me Harder,Ariana Grande,917,Love Me Harder Ariana Grande,0.472,0.714,-4.389,0.0334,0.00937,0.0,0.0764,0.24,98.992,236133,pop
Smooth Criminal,Alien Ant Farm,918,Smooth Criminal Alien Ant Farm,0.653,0.964,-4.261,0.0582,0.00316,0.00512,0.144,0.87,126.928,209267,alternative metal
Blue Jeans,Lana Del Rey,919,Blue Jeans Lana Del Rey,0.558,0.837,-4.405,0.0633,0.418,0.0,0.0821,0.488,117.963,209440,art pop
Can't Remember to Forget You,Shakira,920,Can't Remember to Forget You Shakira,0.694,0.81,-3.556,0.0661,0.122,0.0,0.141,0.824,137.968,206867,pop
Wild for the Night,A$AP Rocky,921,Wild for the Night A$AP Rocky,0.757,0.848,-4.234,0.335,0.0481,0.0,0.121,0.686,139.995,212640,east coast hip hop
Fuck You,Cee Lo Green,922,Fuck You Cee Lo Green,0.69,0.834,-5.79,0.0566,0.129,0.0,0.136,0.738,127.43,222933,atl hip hop
Black Widow,Iggy Azalea,923,Black Widow Iggy Azalea,0.743,0.72,-3.753,0.124,0.192,0.000386,0.109,0.519,163.99,209423,post-teen pop
Feel It All Around,Washed Out,924,Feel It All Around Washed Out,0.34,0.737,-4.681,0.0582,0.000105,0.762,0.0699,0.499,172.022,192080,alternative dance
Beyond,Daft Punk,925,Beyond Daft Punk,0.716,0.648,-11.33,0.0337,0.367,0.485,0.368,0.789,104.022,290240,electro
Contact,Daft Punk,926,Contact Daft Punk,0.4,0.756,-8.423,0.0492,0.00282,0.753,0.0695,0.0924,123.828,383627,electro
Motherboard,Daft Punk,927,Motherboard Daft Punk,0.548,0.707,-14.902,0.0352,0.512,0.922,0.105,0.284,103.009,341653,electro
The Game of Love,Daft Punk,928,The Game of Love Daft Punk,0.712,0.5,-11.948,0.0338,0.825,0.314,0.106,0.682,90.039,322147,electro
Touch,Daft Punk,929,Touch Daft Punk,0.29,0.412,-12.659,0.0458,0.477,0.0839,0.079,0.12,90.539,498960,electro
Within,Daft Punk,930,Within Daft Punk,0.702,0.297,-14.116,0.0317,0.894,0.485,0.103,0.0676,110.116,228507,electro
Seasons (Waiting On You),Future Islands,931,Seasons (Waiting On You) Future Islands,0.498,0.721,-5.232,0.0282,0.136,0.699,0.0933,0.589,140.022,226440,alternative dance
Blue Monday,New Order,932,Blue Monday New Order,0.762,0.651,-13.34,0.0655,0.00198,0.856,0.111,0.941,130.395,449160,art rock
Gonna Make You Sweat (Everybody Dance Now),C & C Music Factory,933,Gonna Make You Sweat (Everybody Dance Now) C & C Music Factory,0.557,0.798,-7.405,0.0935,0.000851,0.675,0.183,0.794,112.187,244093,diva house
Jeremy,Pearl Jam,934,Jeremy Pearl Jam,0.285,0.846,-6.472,0.0438,0.0404,0.0,0.182,0.287,108.808,318227,grunge
Reunion,M83,935,Reunion M83,0.428,0.824,-5.022,0.0459,5.85e-05,0.000253,0.126,0.275,124.006,235374,french shoegaze
Wait,M83,936,Wait M83,0.437,0.229,-10.514,0.0308,0.221,0.0599,0.0935,0.0754,147.911,343253,french shoegaze
Mrs. Robinson,Simon & Garfunkel,937,Mrs. Robinson Simon & Garfunkel,0.606,0.457,-14.035,0.0497,0.713,2.53e-05,0.0747,0.813,92.033,244027,classic rock
Closer,Tegan And Sara,938,Closer Tegan And Sara,0.588,0.751,-7.588,0.0328,0.00174,6.57e-05,0.353,0.52,136.979,209280,canadian indie
Till the World Ends,Britney Spears,939,Till the World Ends Britney Spears,0.693,0.705,-5.747,0.0665,0.0228,0.0,0.202,0.45,131.951,237947,dance pop
Don't Move,Phantogram,940,Don't Move Phantogram,0.558,0.642,-5.206,0.0321,7.19e-05,0.00746,0.201,0.482,99.977,258187,electropop
Closer,Kings Of Leon,941,Closer Kings Of Leon,0.398,0.768,-4.624,0.0392,0.469,2.02e-05,0.106,0.235,108.685,237480,modern rock
I Gave You All,Mumford & Sons,942,I Gave You All Mumford & Sons,0.378,0.298,-13.167,0.0389,0.423,0.00309,0.11,0.0389,114.926,260027,modern folk rock
White Blank Page,Mumford & Sons,943,White Blank Page Mumford & Sons,0.23,0.406,-9.984,0.0351,0.2,1.68e-05,0.555,0.303,80.082,254160,modern folk rock
Hopeless Wanderer,Mumford & Sons,944,Hopeless Wanderer Mumford & Sons,0.268,0.578,-7.796,0.0383,0.0137,0.00281,0.106,0.201,154.204,307853,modern folk rock
Roll Away Your Stone,Mumford & Sons,945,Roll Away Your Stone Mumford & Sons,0.436,0.548,-9.174,0.0474,0.06,3.64e-05,0.0903,0.189,137.294,263920,modern folk rock
Sigh No More,Mumford & Sons,946,Sigh No More Mumford & Sons,0.485,0.333,-10.311,0.0299,0.0251,0.000252,0.306,0.214,147.769,207987,modern folk rock
Feeling Good,Nina Simone,947,Feeling Good Nina Simone,0.399,0.326,-9.239,0.0386,0.864,0.0,0.191,0.546,79.206,174000,adult standards
Mr. Saxobeat - Radio Edit,Alexandra Stan,948,Mr. Saxobeat - Radio Edit Alexandra Stan,0.705,0.927,-4.179,0.0518,0.0304,0.000264,0.0766,0.8,126.995,195373,dance pop
